公司	年	月	日	季底普通股市值	ROE(A)－稅後	營業毛利率	稅後淨利成長率	自由現金流量(D)	ROE標準差(Rolling三年)	流動比率	負債比率	利息保障倍數	現金股利率	CAPM_Beta 一年	收盤價(元)_年	近一年報酬率 %	下一年成長
1216 統一	2018	12	28	396604647	14.9	33.67	-55.07	40995056	11.39622891	117.06	58.17	24.86	3.58	0.8077	62.76	13.2857	9.7503
1216 統一	2019	12	31	421605513	16.55	34.37	5.71	60271176	11.07835878	106.86	63.56	15.16	3.37	0.4745	68.85	9.7503	-5.7572
1216 統一	2020	12	31	383536013	17.37	34.43	8.13	51933338	1.258027557	103.52	63.54	16.75	4	0.6173	64.93	-5.7572	
1217 愛之味	2007	12	31	4400077	-6.48	33.46	-1.69	672265		73.26	55.34	-1.13	0	1.268	10.8	31.6388	-38.0911
1217 愛之味	2008	12	31	3089054	2.04	33.64	134.54	-1165593		85.64	49.18	1.17	0	0.8777	6.75	-38.0911	90.5801
1217 愛之味	2009	12	31	5887110	3.35	38.58	86.61	-839881	5.33753064	152.01	45.75	5.02	0	0.8134	12.87	90.5801	8.3652
1217 愛之味	2010	12	31	6379568	4.3	38.59	34.25	-38855	1.134768699	142.83	45.84	5.01	0	1.0248	13.95	8.3652	-28.8005
1217 愛之味	2011	12	30	5026659	0.34	35.02	-91.56	-1021525	2.067373535	166.8	47.5	1.37	0	1.0079	9.95	-28.8005	5.2107
1217 愛之味	2012	12	28	5225735	0.14	30.82	-53.99	-343517	2.346174191	160.82	51.57	1.39	0	0.9165	10.34	5.2107	-12.3801
1217 愛之味	2013	12	31	4578739	-0.94	30.77	-798.09	-416548	0.688573404	142.7	53.6	0.66	0	0.5849	9.06	-12.3801	-11.6307
1217 愛之味	2014	12	31	4046212	-6.2	30.19	-582.18	853922	3.391892294	84.88	54.52	-1.81	0	0.6804	8.01	-11.6307	10.4547
1217 愛之味	2015	12	31	4375101	0.61	31.77	114.6	240882	3.569458409	77.78	46.52	1.5	0	0.8459	8.84	10.4547	-16.1324
1217 愛之味	2016	12	30	3669286	1.9	31.62	93.17	257022	4.352206337	74.27	47.67	2.14	0	0.6935	7.42	-16.1324	3.3102
1217 愛之味	2017	12	29	3703902	2.39	31.46	25.81	251818	0.919474488	70.57	49.98	2.32	0	0.4072	7.49	3.3102	-8.4222
1217 愛之味	2018	12	28	3387414	1.01	31.94	-56.81	429958	0.699595121	59.52	50.16	1.41	0	0.5912	6.85	-8.4222	3.7957
1217 愛之味	2019	12	31	3515987	1.03	31.57	4.22	-45692	0.79103308	65.06	50.07	1.53	0	0.2227	7.11	3.7957	40.0848
1217 愛之味	2020	12	31	4925349	3.75	32.92	281.73	431562	1.576197957	63.88	48.59	3.51	0	0.4622	9.96	40.0848	
1218 泰山	2007	12	31	2987867	0.18	20.63	102.48	-592213		130.13	58.02	1.13	0	1.0393	6.82	14.6188	-18.1138
1218 泰山	2008	12	31	2446657	-1.21	12.73	-775.24	532847		104.58	59.69	0.78	0	0.9771	5.58	-18.1138	70.8131
1218 泰山	2009	12	31	4179171	6.62	17.14	653.93	-1122261	4.17761096	210.27	52.05	4.33	1.53	0.9382	9.54	70.8131	49.0076
1218 泰山	2010	12	31	6161481	6.41	16.18	1.68	121322	4.461266636	169.97	55.85	5.48	1.89	1.0239	14.21	49.0076	-20.433
1218 泰山	2011	12	30	4819768	5.21	12.99	-16.6	309536	0.76072334	167.19	53.83	4.41	1.42	1.2834	11.31	-20.433	19.6387
1218 泰山	2012	12	28	5635709	-5.53	9.15	-199.78	83334	6.57458744	142.39	59.87	-1.86	0	0.8516	13.4	19.6387	-16.3013
1218 泰山	2013	12	31	4717036	-3.55	12.56	40.63	-90570	5.715557716	159.36	57.59	-0.56	0	0.4656	11.21	-16.3013	-10.1119
1218 泰山	2014	12	31	4240032	2.1	15.14	158.57	760431	3.959372846	115.1	56.85	2.09	0	0.6327	10.08	-10.1119	0.4161
1218 泰山	2015	12	31	4257699	3.66	16.31	77.34	-582193	3.793419741	168.43	56.06	2.45	0	0.6395	10.12	0.4161	23.6516
1218 泰山	2016	12	30	5264706	3.53	17.59	-1.89	645268	0.865582655	129.76	55.9	3.61	0	0.747	12.51	23.6516	17.4174
1218 泰山	2017	12	29	8449983	8.69	17.33	160.9	94451	2.942317681	152.37	48.92	7.4	2.37	0.706	14.64	17.4174	14.5863
2916 滿心	2018	12	28	939567	9.17	47.85	15.3	88607	1.277536692	317.33	27.38	71.61	8.14	0.1179	13.96	15.0887	14.8935
1218 泰山	2019	12	31	11049978	8.95	18.18	25.29	-17130	0.202977831	209.73	28.43	33.22	4.07	0.3504	20.3	20.6539	29.5317
1218 泰山	2020	12	31	13799972	12.49	19.63	46.26	788042	2.004627979	234.04	23.9	63.88	5.07	0.6832	26.29	29.5317	
1219 福壽	2007	12	31	2663180	4.62	10.26	87.04	-165230		282.32	38.69	8.07	3	0.993	6.38	11.7795	-19.7584
1219 福壽	2008	12	31	2087476	-1.34	5.28	-128.96	-21090		254.14	41.83	-0.15	0	0.9252	5.12	-19.7584	74.1126
1219 福壽	2009	12	31	3634568	7.08	8.66	636.37	-46565	4.329541931	315.1	38.39	16.67	2.42	0.9603	8.91	74.1126	16.5873
1219 福壽	2010	12	31	4130861	6.1	8.53	-9.55	114273	4.604533997	357	35.6	15.31	3.09	1.0198	10.39	16.5873	16.4679
1219 福壽	2011	12	30	4678800	14.32	4.21	146.33	107424	4.489736444	292.09	38.91	25.62	3.13	0.6069	12.13	16.4679	5.9311
1219 福壽	2012	12	28	4805286	-1.52	4.24	-110.63	265190	7.921893713	275.05	39.61	-0.02	0.64	0.3592	12.85	5.9311	-3.553
1219 福壽	2013	12	31	4603864	0.64	5.08	140.46	22745	8.589854481	488.37	31.61	2.2	1.02	0.195	12.39	-3.553	4.6536
1219 福壽	2014	12	31	4776117	3.29	6.97	428.58	-318244	2.409156145	336.14	37.57	9.95	1.18	0.3885	12.97	4.6536	-1.0409
1219 福壽	2015	12	31	4670786	1.59	8.41	-50.56	-407712	1.342572158	204.34	49.05	6.12	1.71	0.2085	12.84	-1.0409	10.3057
1219 福壽	2016	12	30	5069318	1.48	8.94	-7.7	-294684	1.014741346	211.92	51.71	3.58	1.89	0.0292	14.17	10.3057	16.3765
1219 福壽	2017	12	29	5747932	1.41	8.28	-4.56	-148384	0.090737717	197.91	53.35	2.24	1.68	-0.0431	16.34	16.3765	4.4677
1219 福壽	2018	12	28	5908939	-2.46	6.75	-273.91	73064	2.254824457	170.13	55.18	-0.69	0.54	0.1568	17.07	4.4677	1.6444
1219 福壽	2019	12	31	5973341	3.64	8.12	247.85	90257	3.086524475	164.58	55.7	3.95	2.16	0.0873	17.35	1.6444	19.2066
1219 福壽	2020	12	31	6987682	13.45	11.02	299.8	237219	8.026769794	206.63	48.03	16.99	4.6	0.2531	20.69	19.2066	
1220 台榮	2007	12	31	1678690	-1.83	6.49	-139.86	-6408		251.96	29.42	0.38	0	0.7301	6.39	7.9726	-45.2532
1220 台榮	2008	12	31	919030	-10.28	-1.29	-422.02	120624		312.01	22.81	-8.99	0	0.6057	3.5	-45.2532	75.3374
1220 台榮	2009	12	31	1611401	-4.67	3.95	58.11	-49460	4.300003876	267.98	27.72	-6.83	0	0.4653	6.14	75.3374	54.3964
1220 台榮	2010	12	31	2487932	5.8	8.67	235.97	-26132	8.161488835	235.93	34.32	17.44	0	0.5929	9.47	54.3964	-32.2419
1220 台榮	2011	12	30	1685773	7.22	9.37	41.06	30803	6.49370721	224.89	36.72	19.98	0	0.7027	6.42	-32.2419	12.3826
1220 台榮	2012	12	28	1912432	6.8	9.26	-0.66	-26055	0.729474697	433.85	24.06	37.16	3.7	0.5294	7.28	12.3826	-4.1047
1220 台榮	2013	12	31	1767228	1.79	6.85	-73.01	48145	3.021075967	372.06	27.03	14.85	3.51	0.2116	6.99	-4.1047	8.2671
1220 台榮	2014	12	31	1850455	1.87	6.92	3.52	102699	2.869709625	288.93	32.12	9.95	2.87	0.1021	7.57	8.2671	5.8671
1220 台榮	2015	12	31	1903578	4.74	10.6	155.86	24971	1.680565381	410.25	25.47	26.37	4.65	0.0819	8.02	5.8671	5.9422
1220 台榮	2016	12	30	1930139	8	13.83	75.74	158966	3.067067003	485.21	20.3	62.62	5.96	0.2549	8.5	5.9422	1.4047
1220 台榮	2017	12	29	1841601	3.52	11.62	-55.29	148875	2.316117441	441.68	21.18	29.02	3.85	0.216	8.62	1.4047	8.8241
1220 台榮	2018	12	28	1930139	4.69	12.28	33.92	69945	2.323625041	419.48	22.09	24.42	4.22	0.0274	9.33	8.8241	0.9117
1220 台榮	2019	12	31	1868162	5.72	14.04	24.28	147859	1.100742174	409.82	21.31	41.04	5.69	0.15	9.42	0.9117	26.0051
1220 台榮	2020	12	31	2231170	7.55	16.11	35.45	119458	1.448527988	520.82	17.82	105.94	7.94	0.3098	11.85	26.0051	
1221 久津	2007	12	31			24.12	777.26	-245918		42.39	134.61	189.79					
1221 久津	2008	12	31		-2.31	21.58	140.54	-4974094		692.42	12.35	-16.54					
1225 福懋油	2007	12	31	1586325	9.17	6.5	791.7	-368901		108.24	61.97	3.67	2.56	0.773	6.74	25.8069	-28.0964
1225 福懋油	2008	12	31	1122630	-9.39	2.03	-203.8	-97522		101.21	66.13	-1.08	0	0.8751	4.84	-28.0964	141.3056
1225 福懋油	2009	12	31	2708955	6.63	5.96	169.52	53274	10.06284917	107.41	61.88	4.8	0	1.0803	11.68	141.3056	-4.7014
1225 福懋油	2010	12	31	2684776	8.05	5.93	34.04	-1048841	9.685129495	178.36	60.98	5.49	2.61	1.1393	11.14	-4.7014	-12.5202
1225 福懋油	2011	12	30	2282858	1.44	3.9	-81.18	178966	3.479573729	170.77	61.81	1.96	2.39	0.5515	9.75	-12.5202	8.1537
1225 福懋油	2012	12	28	2426908	1.78	3.87	21.56	-20394	3.722020061	176.99	63.07	1.83	3.09	0.3065	10.58	8.1537	-16.5087
1225 福懋油	2013	12	31	2115078	2.79	4.8	61.3	959692	0.702163324	135.28	56.83	2.64	2.38	0.2817	8.84	-16.5087	106.1346
1225 福懋油	2014	12	31	4680244	2.17	5.22	-15.76	-570073	0.509345986	184	54.16	2.33	1.17	1.5602	18.24	106.1346	21.314
1225 福懋油	2015	12	31	5609732	18.45	7.39	866.41	-300869	9.225493663	265.43	47.69	20.17	3.9	0.3754	22.13	21.314	90.9083
1225 福懋油	2016	12	30	10497744	13.61	10.86	-17.68	852941	8.36	220.33	44.78	20	2.6	0.4852	42.25	90.9083	40.0486
1225 福懋油	2017	12	29	14543750	8.76	9.63	-34.15	556217	4.84500086	182.99	48.16	17.41	1.88	-0.0575	59.81	40.0486	16.687
1225 福懋油	2018	12	28	17015093	8.3	8.1	-6.25	128898	2.941943802	225.08	43.96	15.42	1.48	0.1839	70.96	16.687	-54.3871
1225 福懋油	2019	12	31	7588994	10.91	9.85	31.61	41887	1.393209723	180.1	52.87	15.1	3.75	0.306	32.38	-54.3871	12.0513
1225 福懋油	2020	12	31	8190427	11.32	10.9	5.64	863237	1.63811884	144.02	51.48	20.63	3.74	0.2257	36.26	12.0513	
1227 佳格	2007	12	31	5327239	8.38	37.42	56.51	-107836		171.3	46.86	8.81	5.42	0.5746	3.89	23.8724	32.41
1227 佳格	2008	12	31	6819508	14.78	34.5	83.68	475943		173.81	45.77	9.38	6.59	0.761	5.14	32.41	118.7476
1227 佳格	2009	12	31	14255517	23.93	40.02	83.72	822389	7.815422787	184.98	38.68	23.02	4.52	0.5758	11.25	118.7476	101.3445
1227 佳格	2010	12	31	28114296	32.78	40.4	65.79	697587	9.000416657	247.18	30.61	111.28	3.3	0.8287	22.67	101.3445	54.3651
1227 佳格	2011	12	30	42653592	30.37	37.9	14.3	828987	4.57537248	280.46	27.57	325.93	2.61	1.0789	35.01	54.3651	9.5295
1227 佳格	2012	12	28	45704312	23.65	30.47	-9.51	1224764	4.731514909	292.53	27.94	391.86	2.52	0.9217	38.53	9.5295	37.0933
1227 佳格	2013	12	31	61485183	17.9	27.75	-17.07	1263537	6.24128459	244.01	31.81	128.38	1.72	0.6873	52.86	37.0933	-16.3929
1227 佳格	2014	12	31	50444310	18.22	28.54	12.21	855828	3.231351626	238.56	33.28	108.12	2.29	0.8065	44.21	-16.3929	31.4232
1227 佳格	2015	12	31	65080424	21.5	31.51	31.67	1598050	1.992519343	238.94	34.22	147.77	1.95	0.9802	58.1	31.4232	5.5257
1227 佳格	2016	12	30	67399804	18.89	29.57	-4.17	2290249	1.732983939	220.33	33.92	62.24	2.09	0.6274	61.35	5.5257	4.4312
1227 佳格	2017	12	29	67716586	15.01	27.95	-16.22	1568469	3.265644398	217.13	33.84	37.26	2.7	0.3417	62.94	4.4312	-30.5692
1227 佳格	2018	12	28	45479923	19.11	30.19	34.32	1872520	2.306252371	227.76	33.16	46.53	5.03	0.6889	43.72	-30.5692	45.8853
1227 佳格	2019	12	31	63690194	20.94	30.8	16.39	2443078	3.036549577	240.99	33.5	98.03	3.81	0.6154	63.82	45.8853	-8.3065
1227 佳格	2020	12	31	56094956	18.62	27.88	-5.76	2297619	1.222797339	235.89	35.25	84.54	4.08	0.4458	58.5	-8.3065	
1229 聯華	2007	12	31	13119904	8.46	5.64	19.01	819402		146.5	19.36	24.42	3.99	1.0148	5.17	11.4513	-31.1774
1229 聯華	2008	12	31	9129119	0.54	2.14	-93.72	-495389		141.07	26.7	2.52	2.15	0.9687	3.57	-31.1774	42.8064
1229 聯華	2009	12	31	12828044	7.83	9.69	1356.8	1124861	4.402033621	154.51	22.51	20.38	5.08	1.0547	5.1	42.8064	56.3797
1229 聯華	2010	12	31	19262416	9.44	12.44	51.53	1902739	4.742471226	163.05	19.16	34.46	5.12	1.1958	7.97	56.3797	-18.8614
1229 聯華	2011	12	30	14879101	6.94	8.69	-19.29	1555537	1.267162184	167.67	18.57	27.62	5.7	1.019	6.46	-18.8614	15.1905
1229 聯華	2012	12	28	16108808	7.6	11.84	1.99	1972460	1.295582237	136.06	20.31	31.71	5.29	0.7046	7.36	15.1905	7.7308
1229 聯華	2013	12	31	16554660	6.5	11.37	-15.01	2731858	0.553654525	86.87	19.27	27.76	5.16	0.3017	7.93	7.7308	10.6688
1229 聯華	2014	12	31	17475302	7.93	12.66	27.69	1726833	0.748754521	88.56	16.34	38.74	6.85	0.506	8.78	10.6688	3.8125
1229 聯華	2015	12	31	16885661	6.71	14.81	-16.61	1353635	0.772161468	92.15	17.32	35.05	6.32	0.3876	9.14	3.8125	25.6182
1229 聯華	2016	12	30	20086161	10.11	22.82	52.09	2807190	1.72244013	74.14	15.74	61.88	7.26	0.373	11.5	25.6182	83.5981
1817 凱撒衛	2017	12	29	3267000	16.27	33.32	5.07	192523	0.148436294	319.64	23.52	226.25	5.11	0.0481	35.97	29.0679	-13.3184
1229 聯華	2018	12	28	31195743	9.91	16.32	-16.42	3886357	1.435316458	57.13	18.98	77.52	5.4	0.6977	19.77	-5.5649	36.9128
1229 聯華	2019	12	31	40820106	10.11	22.6	27.2	1775802	1.435316458	94.72	19.15	55.63	4.33	0.4071	27.07	36.9128	38.2212
1229 聯華	2020	12	31	54591815	8.53	21.34	11.23	4960460	0.860310022	82.2	20.61	56.34	3.99	0.743	37.48	38.2212	
1231 聯華食	2007	12	31	1258067	4.42	27.68	83.13	-40812		281.18	36.98	6.18	5.5	0.8378	3.81	3.1518	-15.4172
1231 聯華食	2008	12	31	1007608	5.41	27	23.82	77161		242.15	41.46	9.63	8.02	0.6196	3.21	-15.4172	67.7611
1231 聯華食	2009	12	31	1604324	6.67	27.92	24.53	-153510	1.127696768	264.86	43.37	19.12	5.04	0.5683	5.37	67.7611	106.7769
1231 聯華食	2010	12	31	3225961	16.35	29.07	162.32	408363	5.985727469	201.55	41.6	45.61	3.94	0.9112	11.09	106.7769	32.6778
1231 聯華食	2011	12	30	4172723	17.16	29.95	17.68	-766349	5.836645726	189.28	53.85	47.16	3.42	1.1862	14.72	32.6778	8.2798
1231 聯華食	2012	12	28	4481597	16.34	26.36	3.41	296464	0.470567034	194.5	51.84	21.86	3.28	1.0007	16.28	8.2798	16.8518
1231 聯華食	2013	12	31	5097968	13.96	25.53	-8.25	-66698	1.66216726	173.88	53.52	78.89	2.59	0.7628	19.01	16.8518	-5.912
1231 聯華食	2014	12	31	4680371	8.65	21.02	-34.42	-74148	3.93693197	153.32	57.61	9.21	2.85	0.7994	17.9	-5.912	-7.5071
1231 聯華食	2015	12	31	4184192	13.22	20.19	61.26	17827	2.876009968	168.15	56.58	14.25	4.67	0.8407	16.56	-7.5071	18.5486
1231 聯華食	2016	12	30	4758300	16.2	21.4	31.83	447296	3.802801599	172.23	52.56	21.67	5.63	0.3448	19.63	18.5486	19.8304
1231 聯華食	2017	12	29	5420102	13.24	20.56	-13.91	448830	1.714759458	166.98	51.77	18.78	4.13	0.3309	23.47	19.8304	17.0938
1231 聯華食	2018	12	28	6102513	16.5	21.91	33.07	470682	1.801813901	160.03	50.91	22.86	4.9	0.4055	27.44	17.0938	24.4696
1231 聯華食	2019	12	31	7306801	14.8	21.64	-3.14	654873	1.630500946	145.96	51.06	23.39	3.82	0.1657	34.19	24.4696	21.9081
1231 聯華食	2020	12	31	8588776	17.76	21.4	30.69	-992954	1.485440451	163.02	53.92	28.21	3.42	0.5926	41.68	21.9081	
1232 大統益	2007	12	31	4663242	20.57	8.45	34.8	403540		184.55	33.63	28.41	8.92	0.593	13.26	50.4193	-9.7478
1232 大統益	2008	12	31	3927362	17.99	5.89	-8.94	428250		194.28	33.83	25.31	9.78	0.6184	11.98	-9.7478	65.927
1232 大統益	2009	12	31	6095009	21.74	7.76	25.71	337202	1.918671415	245.76	29.48	90.02	7.87	0.4694	19.89	65.927	43.3461
1232 大統益	2010	12	31	8110682	23.24	7.5	13.86	426888	2.704163457	283.75	27.17	199.91	6.9	0.3662	28.46	43.3461	-0.4019
1232 大統益	2011	12	30	7566770	19.84	5.88	-12.04	597480	1.703917056	345	23.24	149.4	6.34	0.4038	28.37	-0.4019	15.7231
1232 大統益	2012	12	28	8254658	15.29	5.55	-23.33	429223	3.988838595	265.19	33.28	101.96	5.43	0.362	32.87	15.7231	25.6618
1232 大統益	2013	12	31	9870396	23.24	6.36	57.38	449998	3.988838595	393.28	24.34	231.14	6.16	0.2997	41.27	25.6618	19.0448
1232 大統益	2014	12	31	11214177	29.42	7.65	39.41	626168	7.083452548	353.02	26.95	315.32	7.13	0.3841	49.17	19.0448	14.5566
1232 大統益	2015	12	31	11998050	25.3	9.21	-7.4	813257	3.146701977	391.82	23.69	602.23	6.67	0.2277	56.31	14.5566	19.2215
1232 大統益	2016	12	30	13453813	24.03	10.03	-2.01	803343	2.817782816	300.34	30.91	270.26	5.95	0.2276	67.23	19.2215	13.5783
1232 大統益	2017	12	29	14429655	21.8	9.98	-7.86	799705	1.771806987	309.62	29.85	165.15	5.54	0.2598	76.09	13.5783	14.554
6464 台數科	2018	12	28	14436846	9.7	44.89	0.13	375743	0.534072405	140.86	27.23	87.79	4.63	0.1237	94.9	0.1731	6.2443
1232 大統益	2019	12	31	19356854	24.75	11.77	7.86	890252	1.511897263	337.41	28.86	120.69	4.13	0.2376	111.93	28.2188	22.5948
1232 大統益	2020	12	31	22796295	30.15	14.04	32.38	868750	3.407345007	359.62	26.9	260.39	4.21	0.6369	137.22	22.5948	
1233 天仁	2007	12	31	2595432	11.36	59.08	-8.11	54645		200.55	29.12	86.58	4.89	0.2911	15.39	7.9159	-7.0933
1233 天仁	2008	12	31	2301011	12.23	58.41	10.88	96504		249.07	27.52	248.83	5.51	0.2299	14.3	-7.0933	47.9012
1233 天仁	2009	12	31	3270335	13.82	59.08	18.89	247044	1.247437373	242.62	17.33	8508.87	5.26	0.3929	21.18	47.9012	44.179
1233 天仁	2010	12	31	4547668	15.64	59.27	19.57	268444	1.706292277	198.88	20.73	13116.47	3.98	0.1915	30.57	44.179	-7.3514
1233 天仁	2011	12	30	4067536	16.28	59.28	11.68	174860	1.276296726	208.62	22.19	16906.24	5.12	0.4829	28.31	-7.3514	6.0207
1233 天仁	2012	12	28	4149068	15.71	59.7	0.11	315417	0.351046056	186.27	25.48	593.49	5.02	0.4735	30.3	6.0207	7.5055
1233 天仁	2013	12	31	4253247	15.62	60.4	-2.29	239028	0.357910603	180.12	27.59	566.56	4.9	0.2252	32.56	7.5055	5.0362
1233 天仁	2014	12	31	4271366	15.84	59.62	0.55	211932	0.1106044	189.8	26.81	461.58	4.45	0.2282	34.21	5.0362	-19.7546
1233 天仁	2015	12	31	3265806	14.4	57.33	-9.73	201129	0.775714724	183.28	26.87	301.51	5.55	0.3447	27.46	-19.7546	7.4526
1233 天仁	2016	12	30	3329219	11.8	56.47	-18.83	171658	2.047567663	176.02	28.5	242.69	4.35	0.281	29.52	7.4526	2.9494
9908 大台北	2017	12	29	13786759	7.04	20.33	10.33	388416	0.486449723	304.04	27.7	1262.98	4.12	0.0614	23.07	14.2883	12.6324
1233 天仁	2018	12	28	3446988	11.24	57.28	-0.38	216276	0.389914521	184.43	25.93	196.32	4.99	0.2565	33.91	11.7514	10.4581
1233 天仁	2019	12	31	3628170	9.73	57.88	-10.19	402224	1.151100922	147.38	35.07	33.42	4	0.1156	37.5	10.4581	-5.9327
1233 天仁	2020	12	31	3270335	3.68	57.46	-63.43	250229	4.000754096	132.11	38.19	11.6	2.22	0.5062	35.27	-5.9327	
1234 黑松	2007	12	31	6483519	1.61	35.02	32.03	62020		240.83	25.81	16.04	2.23	0.9354	8.53	-26.7533	-16.798
1234 黑松	2008	12	31	5288622	2.21	30.66	37.77	205920		242.75	25.6	14.92	3.04	0.9042	7.1	-16.798	95.4764
1234 黑松	2009	12	31	10153941	3.39	32.27	55.54	157414	0.905612132	249.26	26.59	33.77	2.37	0.837	13.89	95.4764	50.886
1234 黑松	2010	12	31	15029975	3.43	29.02	3	498264	0.693108938	251.36	26.26	53.41	1.78	1.1638	20.98	50.886	-8.6432
1234 黑松	2011	12	30	13502866	3.48	24.91	18.59	351576	0.045092498	243.13	24.5	58.98	2.38	0.7887	19.16	-8.6432	52.4687
1234 黑松	2012	12	28	20656169	46.2	25.27	1847.33	-301683	24.67884992	827.35	16.7	582.3	6.49	0.7764	29.8	52.4687	-20.9826
1234 黑松	2013	12	31	14065485	1.64	28.13	-95.91	2414295	25.21235676	449.21	20.34	75.55	5.71	0.6804	23.4	-20.9826	14.6053
1234 黑松	2014	12	31	15190724	2.25	29.93	26.54	910780	25.5524565	472.01	19.14	45.09	3.17	0.416	26.83	14.6053	-14.0061
1234 黑松	2015	12	31	12598656	3.57	32.33	57.06	191472	0.986525891	384.12	21.22	82.71	4.78	0.0765	23.06	-14.0061	7.7288
1234 黑松	2016	12	30	12980433	6.27	26.47	78.31	1165149	2.049097362	349.37	19.99	181.82	6.19	0.2872	24.86	7.7288	3.2937
1234 黑松	2017	12	29	12638843	3.07	25.69	-50.88	105910	1.721433511	257.78	23.16	38.98	4.77	0.0794	25.72	3.2937	0.5155
1234 黑松	2018	12	28	12036036	3.96	23.79	28.15	785762	1.651675917	255.14	23.25	43.09	5.34	0.2258	25.71	0.5155	14.1314
1234 黑松	2019	12	31	13080901	4.77	26.8	21.57	464706	0.850313668	316.44	21.03	57.28	5.22	0.1618	29.35	14.1314	6.5003
1234 黑松	2020	12	31	13241649	4.95	28.63	5.16	603445	0.527351875	419.03	18.65	82.5	5.46	0.4506	31.27	6.5003	
1235 興泰	2007	12	31	1000976	10.76	12.05	419.84	97242		267.89	30.41	9.76	0	0.0744	9.38	52.6258	59.7039
1235 興泰	2008	12	31	1598602	1.91	14.37	-82.56	122411		218.66	34.14	2.91	0	0.0961	14.99	59.7039	10.2862
1235 興泰	2009	12	31	1763035	2.1	10.35	23.7	-211716	5.055594261	290.86	26.8	3.66	0	0.0608	16.53	10.2862	15.2179
1235 興泰	2010	12	31	2031317	1.6	10.54	-8.8	-5692	0.252388589	232.92	32.75	3.56	0	0.4028	19.05	15.2179	-37.0937
1235 興泰	2011	12	30	1277822	1.65	9	3.51	89351	0.275378527	169.61	43.78	2.48	0	0.626	11.98	-37.0937	10.1331
1235 興泰	2012	12	28	1404200	1.24	7.39	-22.53	-43972	0.223681321	167.34	44.76	2.06	0	0.3373	13.17	10.1331	1.2003
1235 興泰	2013	12	31	1421050	-4.97	7.24	-492.56	53093	3.709371016	152.54	48.8	-2.22	0	0.2045	13.33	1.2003	5.5346
1235 興泰	2014	12	31	1499686	4.82	5.79	211.79	-247027	4.953527363	163.53	48.12	3.72	0	0.5498	14.06	5.5346	-22.5391
1235 興泰	2015	12	31	1161677	3.48	16.3	-8.77	-326460	5.307890353	209.83	47.93	3.25	0	0.465	10.89	-22.5391	54.3081
1235 興泰	2016	12	30	1792562	10.67	36.25	377.37	-465180	3.823484449	224.7	34.79	10.7	0	0.2163	16.81	54.3081	26.7343
1235 興泰	2017	12	29	2271792	8.86	6.24	36.95	-585243	3.73979946	275.08	27.5	16.34	0	0.0954	21.3	26.7343	-0.7587
1235 興泰	2018	12	28	2260572	2.29	46.42	-65.47	-459476	4.409561581	290.93	25.58	4.43	0	0.4727	21.2	-0.7587	-6.104
1235 興泰	2019	12	31	2122585	1.22	47.79	-55.75	1646224	4.136814394	204.1	38.58	2.51	2.56	0.2542	19.91	-6.104	29.1427
1235 興泰	2020	12	31	2683003	2.35	46.45	39.98	-340807	0.635793468	282.8	28.08	3.44	5.84	0.3687	25.7	29.1427	
1236 宏亞	2007	12	31	1302811	12.96	32.92	191.18	45251		127.28	40.15	35.4	4.98	0.517	7.65	3.7608	-16.4766
1236 宏亞	2008	12	31	1035557	11.35	30.98	-5.28	68695		139.76	37.92	10.74	8.23	0.6533	6.37	-16.4766	53.1494
1236 宏亞	2009	12	31	1491543	14.05	33.11	31.02	84499	1.358320041	149.42	34.67	105.72	5.71	0.4023	9.74	53.1494	53.2122
1236 宏亞	2010	12	31	2199971	11.25	31.37	-16.25	77952	1.588500341	118.6	42.23	91.64	2.93	0.7026	14.92	53.2122	3.1631
1236 宏亞	2011	12	30	2206243	13.11	29.12	24.31	-195733	1.424967836	111.5	50.02	54.18	2.23	0.6828	15.41	3.1631	7.3381
1236 宏亞	2012	12	28	2329353	10.1	29.41	-18.79	-145068	1.51889214	130.52	50.03	24.01	3.26	0.493	16.63	7.3381	26.2128
1236 宏亞	2013	12	31	2865646	9.02	29.28	-7.03	269417	2.119536113	124.57	46.35	20.54	4.91	0.4375	21.03	26.2128	-3.4358
1236 宏亞	2014	12	31	2632711	9.84	26.76	22.98	27783	0.563678395	133.43	41.92	29.42	5.35	0.3619	20.32	-3.4358	-6.6489
1236 宏亞	2015	12	31	2329353	5.38	29.1	-39.2	73410	2.37394187	126.25	43.22	31.08	3.26	0.3519	18.98	-6.6489	-11.3695
1236 宏亞	2016	12	30	1993493	3.97	27.13	-26.36	36456	3.064218225	164.4	41.89	13.94	1.63	0.1052	16.83	-11.3695	-3.756
1236 宏亞	2017	12	29	1885151	0.28	26.76	-93.24	142801	2.633571719	173.66	40.06	2.43	0.57	0.1115	16.2	-3.756	-19.1726
1236 宏亞	2018	12	28	1484285	0.74	26.71	161.83	297612	2.010829016	131.87	34.32	4.35	2.92	0.4332	12.83	-19.1726	2.9408
1236 宏亞	2019	12	31	1484285	0.9	26.95	18.93	84922	0.321869539	144.97	38.43	4.64	2.19	0.3113	13.21	2.9408	6.1072
1236 宏亞	2020	12	31	1538456	0.01	28.61	-98.86	180090	0.474447047	127.18	41.84	1.03	1.41	0.5738	14.02	6.1072	
1240 茂生農經	2012	12	28			4.81				118.57	64.38						
1240 茂生農經	2013	12	31		4.73	6.43	790.76			122.35	64.67						
1240 茂生農經	2014	12	31		1.55	7.06	-35.89	3549		117.02	63.75	2.37					
